datetime,stkcd,open,high,low,close,amt,vol,change,pct_change
2024-01-15 10:42:00,000300.SH,3288.939,3289.182,3288.544,3289.182,394745710.6000061,278360.0,0.34,0.000104
2024-01-15 10:43:00,000300.SH,3289.002,3289.134,3288.524,3288.664,411146206.30000305,272059.0,-0.52,-0.000157
2024-01-15 10:44:00,000300.SH,3288.324,3289.315,3288.028,3288.924,434669616.59999084,279128.0,0.26,7.9e-05
2024-01-15 10:45:00,000300.SH,3289.119,3291.361,3288.861,3291.361,552422011.9000092,402060.0,2.44,0.000741
2024-01-15 10:46:00,000300.SH,3291.538,3292.444,3291.444,3292.444,493594850.5,435791.0,1.08,0.000329
2024-01-15 10:47:00,000300.SH,3292.528,3292.528,3291.676,3291.967,420540463.0,304008.0,-0.48,-0.000145
2024-01-15 10:48:00,000300.SH,3292.244,3292.579,3291.4,3292.579,460347833.69999695,324540.0,0.61,0.000186
2024-01-15 10:49:00,000300.SH,3292.911,3296.577,3292.911,3296.577,686345691.3999939,461654.0,4.0,0.001214
2024-01-15 10:50:00,000300.SH,3296.612,3298.455,3296.397,3298.455,777970763.800003,679304.0,1.88,0.00057
2024-01-15 10:51:00,000300.SH,3299.054,3301.128,3299.054,3301.128,838720777.1000061,559223.0,2.67,0.00081
2024-01-15 10:52:00,000300.SH,3301.639,3304.601,3301.315,3304.601,1204375120.699997,1024046.0,3.47,0.001052
2024-01-15 10:53:00,000300.SH,3304.323,3305.936,3303.868,3305.507,1007157891.3999939,602991.0,0.91,0.000274
2024-01-15 10:54:00,000300.SH,3305.567,3306.921,3305.567,3305.698,851410776.300003,495788.0,0.19,5.8e-05
2024-01-15 10:55:00,000300.SH,3305.338,3305.338,3301.361,3301.361,775346128.8999939,478863.0,-4.34,-0.001312
2024-01-15 10:56:00,000300.SH,3301.21,3301.707,3300.703,3300.77,670017207.2000122,524787.0,-0.59,-0.000179
2024-01-15 10:57:00,000300.SH,3300.986,3300.986,3298.683,3298.846,555505331.199997,364105.0,-1.92,-0.000583
2024-01-15 10:58:00,000300.SH,3298.947,3298.947,3297.721,3297.875,422252825.0,272275.0,-0.97,-0.000294
2024-01-15 10:59:00,000300.SH,3297.847,3298.842,3297.667,3298.802,430068482.69999695,296057.0,0.93,0.000281
2024-01-15 11:00:00,000300.SH,3298.48,3298.48,3296.942,3297.498,461303447.8999939,270264.0,-1.3,-0.000395
2024-01-15 11:01:00,000300.SH,3297.147,3297.267,3296.201,3296.421,433110943.80000305,284310.0,-1.08,-0.000327
2024-01-15 11:02:00,000300.SH,3296.269,3296.269,3295.617,3295.987,402544987.5,264388.0,-0.43,-0.000132
2024-01-15 11:03:00,000300.SH,3295.894,3296.384,3295.33,3296.384,390036405.40000916,240104.0,0.4,0.00012
2024-01-15 11:04:00,000300.SH,3296.829,3297.333,3296.829,3297.028,414379984.2999878,270866.0,0.64,0.000195
2024-01-15 11:05:00,000300.SH,3296.984,3296.984,3294.894,3294.894,399635888.40000916,230961.0,-2.13,-0.000647
2024-01-15 11:06:00,000300.SH,3294.693,3294.764,3292.215,3292.339,499116133.5,322494.0,-2.55,-0.000775
2024-01-15 11:07:00,000300.SH,3292.243,3292.279,3291.862,3291.866,376664721.59999084,240324.0,-0.47,-0.000144
2024-01-15 11:08:00,000300.SH,3291.483,3291.932,3291.483,3291.711,335471610.80000305,212798.0,-0.16,-4.7e-05
2024-01-15 11:09:00,000300.SH,3292.02,3292.252,3291.678,3292.034,346838624.1000061,221851.0,0.32,9.8e-05
2024-01-15 11:10:00,000300.SH,3291.902,3292.208,3291.547,3291.994,315808806.69999695,159868.0,-0.04,-1.2e-05
2024-01-15 11:11:00,000300.SH,3291.801,3292.63,3291.655,3292.379,345109239.0,216025.0,0.38,0.000117
2024-01-15 11:12:00,000300.SH,3292.466,3292.466,3289.871,3289.871,420887251.0,227548.0,-2.51,-0.000762
2024-01-15 11:13:00,000300.SH,3289.472,3289.815,3287.409,3287.647,512316261.1000061,362547.0,-2.22,-0.000676
2024-01-15 11:14:00,000300.SH,3287.882,3289.844,3287.695,3289.253,349417691.2999878,206974.0,1.61,0.000488
2024-01-15 11:15:00,000300.SH,3289.351,3289.871,3289.086,3289.812,284135878.6000061,177304.0,0.56,0.00017
2024-01-15 11:16:00,000300.SH,3290.094,3291.084,3289.853,3291.084,295403799.30000305,196215.0,1.27,0.000387
2024-01-15 11:17:00,000300.SH,3291.085,3291.085,3290.596,3291.011,290558368.3999939,202707.0,-0.07,-2.2e-05
2024-01-15 11:18:00,000300.SH,3290.955,3290.993,3289.127,3289.171,361055022.5,214790.0,-1.84,-0.000559
2024-01-15 11:19:00,000300.SH,3289.053,3290.602,3289.053,3290.38,319346874.90000916,204372.0,1.21,0.000368
2024-01-15 11:20:00,000300.SH,3290.538,3290.909,3289.991,3290.909,340044250.69999695,239061.0,0.53,0.000161
2024-01-15 11:21:00,000300.SH,3291.0,3291.09,3290.057,3290.057,325607516.0,188955.0,-0.85,-0.000259
2024-01-15 11:22:00,000300.SH,3289.884,3290.931,3289.884,3290.628,293050839.3999939,191384.0,0.57,0.000174
2024-01-15 11:23:00,000300.SH,3290.251,3290.411,3289.762,3290.395,315815217.0,208426.0,-0.23,-7.1e-05
2024-01-15 11:24:00,000300.SH,3290.411,3290.553,3290.072,3290.419,300079239.5,181777.0,0.02,7e-06
2024-01-15 11:25:00,000300.SH,3290.367,3290.806,3288.777,3288.777,408595443.1000061,247498.0,-1.64,-0.000499
2024-01-15 11:26:00,000300.SH,3289.025,3289.025,3287.158,3287.77,419507849.5,255716.0,-1.01,-0.000306
2024-01-15 11:27:00,000300.SH,3287.667,3289.595,3287.667,3289.38,358322170.69999695,229468.0,1.61,0.00049
2024-01-15 11:28:00,000300.SH,3289.155,3289.574,3289.022,3289.21,305790543.80000305,214833.0,-0.17,-5.2e-05
2024-01-15 11:29:00,000300.SH,3289.356,3289.928,3288.984,3289.841,282639631.59999084,190457.0,0.63,0.000192
2024-01-15 11:30:00,000300.SH,3289.652,3289.652,3289.652,3289.652,4309170.700012207,2105.0,-0.19,-5.7e-05
2024-01-15 13:00:00,000300.SH,3289.862,3289.862,3285.801,3287.092,1123092445.899994,759086.0,-2.56,-0.000778
2024-01-15 13:01:00,000300.SH,3287.133,3287.133,3286.501,3286.855,361329208.30000305,209741.0,-0.24,-7.2e-05
2024-01-15 13:02:00,000300.SH,3287.002,3287.752,3286.86,3286.986,343804966.59999084,209636.0,0.13,4e-05
2024-01-15 13:03:00,000300.SH,3287.112,3288.612,3286.868,3288.19,333937046.90000916,208173.0,1.2,0.000366
2024-01-15 13:04:00,000300.SH,3288.422,3288.422,3287.871,3288.13,353846002.69999695,255973.0,-0.06,-1.8e-05
2024-01-15 13:05:00,000300.SH,3287.699,3288.528,3287.519,3288.406,357960143.3999939,251066.0,0.28,8.4e-05
2024-01-15 13:06:00,000300.SH,3288.433,3288.908,3287.734,3288.008,397227108.6000061,378113.0,-0.4,-0.000121
2024-01-15 13:07:00,000300.SH,3287.993,3288.48,3287.993,3288.191,314818321.3999939,198793.0,0.18,5.6e-05
2024-01-15 13:08:00,000300.SH,3288.209,3289.749,3288.209,3289.749,341021286.30000305,197270.0,1.56,0.000474
2024-01-15 13:09:00,000300.SH,3289.773,3290.193,3289.571,3289.912,339286537.6000061,201788.0,0.16,5e-05
2024-01-15 13:10:00,000300.SH,3289.762,3289.762,3288.656,3288.922,333838833.59999084,189155.0,-0.99,-0.000301
2024-01-15 13:11:00,000300.SH,3288.815,3289.103,3287.906,3288.128,358538168.6000061,217293.0,-0.79,-0.000241
2024-01-15 13:12:00,000300.SH,3287.947,3288.374,3287.818,3287.994,349359158.30000305,255258.0,-0.13,-4.1e-05
2024-01-15 13:13:00,000300.SH,3287.755,3288.938,3287.56,3288.938,396363637.0,271823.0,0.94,0.000287
2024-01-15 13:14:00,000300.SH,3288.591,3289.546,3288.591,3289.546,364067643.19999695,229778.0,0.61,0.000185
2024-01-15 13:15:00,000300.SH,3289.358,3289.413,3288.308,3288.308,312823655.80000305,225408.0,-1.24,-0.000376
2024-01-15 13:16:00,000300.SH,3288.662,3288.662,3287.867,3288.554,326633917.19999695,195387.0,0.25,7.5e-05
2024-01-15 13:17:00,000300.SH,3288.608,3288.608,3288.179,3288.494,328343315.5,207873.0,-0.06,-1.8e-05
2024-01-15 13:18:00,000300.SH,3288.438,3288.752,3287.218,3287.435,396045382.5,254621.0,-1.06,-0.000322
2024-01-15 13:19:00,000300.SH,3287.471,3288.347,3287.392,3287.64,375564179.0,221671.0,0.2,6.2e-05
2024-01-15 13:20:00,000300.SH,3287.372,3287.658,3286.498,3286.498,398335350.3999939,241088.0,-1.14,-0.000347
2024-01-15 13:21:00,000300.SH,3286.619,3286.619,3286.004,3286.01,390607613.40000916,237900.0,-0.49,-0.000148
2024-01-15 13:22:00,000300.SH,3286.103,3286.823,3285.842,3286.034,440796134.69999695,238346.0,0.02,7e-06
2024-01-15 13:23:00,000300.SH,3286.356,3286.356,3285.559,3285.685,420973254.8999939,234948.0,-0.35,-0.000106
2024-01-15 13:24:00,000300.SH,3285.712,3286.456,3285.661,3286.158,381147122.80000305,213459.0,0.47,0.000144
2024-01-15 13:25:00,000300.SH,3286.144,3286.442,3285.973,3286.218,357579389.80000305,223764.0,0.06,1.8e-05
2024-01-15 13:26:00,000300.SH,3286.215,3286.215,3285.576,3285.736,327285796.5,174542.0,-0.48,-0.000147
2024-01-15 13:27:00,000300.SH,3285.89,3285.89,3284.879,3284.931,395535042.6000061,259652.0,-0.8,-0.000245
2024-01-15 13:28:00,000300.SH,3284.772,3284.953,3284.579,3284.671,403944596.0,219337.0,-0.26,-7.9e-05
2024-01-15 13:29:00,000300.SH,3284.738,3285.868,3284.536,3285.868,382077884.2999878,211015.0,1.2,0.000364
2024-01-15 13:30:00,000300.SH,3285.909,3286.045,3285.213,3285.734,389396759.2000122,250144.0,-0.13,-4.1e-05
2024-01-15 13:31:00,000300.SH,3285.939,3286.128,3285.279,3285.671,339912457.69999695,218788.0,-0.06,-1.9e-05
2024-01-15 13:32:00,000300.SH,3285.474,3285.474,3284.514,3284.514,369885704.3999939,220534.0,-1.16,-0.000352
2024-01-15 13:33:00,000300.SH,3284.746,3285.266,3284.324,3285.248,374397021.90000916,196412.0,0.73,0.000223
2024-01-15 13:34:00,000300.SH,3285.312,3285.409,3284.826,3284.826,337955437.8999939,221732.0,-0.42,-0.000128
2024-01-15 13:35:00,000300.SH,3284.98,3287.822,3284.98,3287.789,501410263.1000061,351768.0,2.96,0.000902
2024-01-15 13:36:00,000300.SH,3287.824,3288.497,3287.514,3288.323,440369018.2999878,305580.0,0.53,0.000162
2024-01-15 13:37:00,000300.SH,3288.454,3288.454,3286.467,3286.469,444863457.1000061,333492.0,-1.85,-0.000564
2024-01-15 13:38:00,000300.SH,3286.438,3286.438,3283.588,3283.677,535309247.6000061,341941.0,-2.79,-0.00085
2024-01-15 13:39:00,000300.SH,3283.818,3283.818,3283.331,3283.625,402751716.69999695,219752.0,-0.05,-1.6e-05
2024-01-15 13:40:00,000300.SH,3283.435,3285.137,3283.435,3284.634,417346522.0,234175.0,1.01,0.000307
2024-01-15 13:41:00,000300.SH,3284.719,3285.227,3284.521,3285.227,314649978.09999084,175433.0,0.59,0.000181
2024-01-15 13:42:00,000300.SH,3285.135,3286.411,3284.817,3286.227,357561746.30000305,219937.0,1.0,0.000304
2024-01-15 13:43:00,000300.SH,3286.25,3286.295,3285.563,3286.081,320235694.5,211449.0,-0.15,-4.4e-05
2024-01-15 13:44:00,000300.SH,3286.118,3287.431,3285.834,3287.431,364987598.19999695,233074.0,1.35,0.000411
2024-01-15 13:45:00,000300.SH,3287.272,3287.272,3285.9,3286.267,340783730.40000916,207803.0,-1.16,-0.000354
2024-01-15 13:46:00,000300.SH,3285.855,3286.01,3285.084,3285.541,297449556.5,185458.0,-0.73,-0.000221
2024-01-15 13:47:00,000300.SH,3285.648,3285.853,3284.77,3284.792,336126368.59999084,190950.0,-0.75,-0.000228
2024-01-15 13:48:00,000300.SH,3284.944,3285.042,3284.591,3284.591,337701707.30000305,194164.0,-0.2,-6.1e-05
2024-01-15 13:49:00,000300.SH,3284.748,3284.748,3283.791,3284.217,380086743.5,244805.0,-0.37,-0.000114
2024-01-15 13:50:00,000300.SH,3284.193,3284.344,3282.959,3283.267,399110152.19999695,210491.0,-0.95,-0.000289
2024-01-15 13:51:00,000300.SH,3283.657,3283.657,3283.067,3283.368,344639925.90000916,187144.0,0.1,3.1e-05
2024-01-15 13:52:00,000300.SH,3283.493,3284.014,3283.353,3283.771,327458275.30000305,187879.0,0.4,0.000123
2024-01-15 13:53:00,000300.SH,3283.725,3284.2,3283.378,3283.769,311727185.09999084,192045.0,-0.0,-1e-06
2024-01-15 13:54:00,000300.SH,3283.811,3283.993,3283.384,3283.384,287187299.6000061,158393.0,-0.38,-0.000117
2024-01-15 13:55:00,000300.SH,3283.367,3283.367,3282.32,3282.449,373578285.8999939,198179.0,-0.93,-0.000285
2024-01-15 13:56:00,000300.SH,3282.378,3282.378,3281.197,3281.197,423700462.1000061,274768.0,-1.25,-0.000381
2024-01-15 13:57:00,000300.SH,3281.108,3283.062,3281.108,3282.31,438717106.30000305,246731.0,1.11,0.000339
2024-01-15 13:58:00,000300.SH,3282.364,3282.419,3281.979,3282.035,318380956.3999939,199059.0,-0.28,-8.4e-05
2024-01-15 13:59:00,000300.SH,3282.048,3282.181,3281.483,3281.591,314088413.19999695,184508.0,-0.44,-0.000135
2024-01-15 14:00:00,000300.SH,3281.57,3283.169,3281.57,3283.169,399076497.30000305,232057.0,1.58,0.000481
2024-01-15 14:01:00,000300.SH,3283.149,3283.149,3282.162,3282.202,311846625.5,170076.0,-0.97,-0.000295
2024-01-15 14:02:00,000300.SH,3282.222,3282.222,3280.622,3280.634,445789743.30000305,341890.0,-1.57,-0.000478
2024-01-15 14:03:00,000300.SH,3280.65,3280.812,3280.315,3280.679,417906803.30000305,207362.0,0.05,1.4e-05
2024-01-15 14:04:00,000300.SH,3280.492,3280.714,3280.27,3280.524,362610843.3999939,200940.0,-0.16,-4.7e-05
2024-01-15 14:05:00,000300.SH,3280.722,3280.722,3280.132,3280.428,367876110.19999695,203541.0,-0.1,-2.9e-05
2024-01-15 14:06:00,000300.SH,3280.03,3280.03,3278.287,3278.73,504184044.19999695,318093.0,-1.7,-0.000518
2024-01-15 14:07:00,000300.SH,3278.723,3278.833,3277.588,3277.786,479781800.0,241941.0,-0.94,-0.000288
2024-01-15 14:08:00,000300.SH,3278.023,3278.023,3276.881,3276.881,576999451.300003,471016.0,-0.91,-0.000276
2024-01-15 14:09:00,000300.SH,3277.097,3278.092,3277.097,3277.955,463441906.19999695,283715.0,1.07,0.000328
2024-01-15 14:10:00,000300.SH,3278.059,3278.191,3277.736,3277.859,407685925.5,231684.0,-0.1,-2.9e-05
2024-01-15 14:11:00,000300.SH,3277.867,3278.214,3277.556,3277.653,334989977.5,180945.0,-0.21,-6.3e-05
2024-01-15 14:12:00,000300.SH,3278.001,3278.774,3277.369,3278.774,446948463.2000122,251547.0,1.12,0.000342
2024-01-15 14:13:00,000300.SH,3278.695,3278.991,3278.446,3278.643,374874113.69999695,182456.0,-0.13,-4e-05
2024-01-15 14:14:00,000300.SH,3278.84,3279.25,3278.589,3278.987,368227844.30000305,210231.0,0.34,0.000105
2024-01-15 14:15:00,000300.SH,3279.233,3279.95,3278.806,3279.937,390180237.0,204826.0,0.95,0.00029
2024-01-15 14:16:00,000300.SH,3279.906,3280.122,3279.587,3279.955,361277507.19999695,209630.0,0.02,5e-06
2024-01-15 14:17:00,000300.SH,3279.791,3280.237,3279.732,3279.732,313543087.69999695,184586.0,-0.22,-6.8e-05
2024-01-15 14:18:00,000300.SH,3279.801,3279.876,3279.464,3279.827,335549594.69999695,180127.0,0.1,2.9e-05
2024-01-15 14:19:00,000300.SH,3279.79,3281.365,3279.63,3281.365,460453688.30000305,275669.0,1.54,0.000469
2024-01-15 14:20:00,000300.SH,3281.535,3281.535,3280.487,3281.006,361556191.8999939,219533.0,-0.36,-0.000109
2024-01-15 14:21:00,000300.SH,3280.999,3281.101,3280.274,3280.752,335649343.80000305,206676.0,-0.25,-7.7e-05
2024-01-15 14:22:00,000300.SH,3280.547,3280.705,3279.836,3280.19,321847836.6000061,195046.0,-0.56,-0.000171
2024-01-15 14:23:00,000300.SH,3280.072,3280.191,3279.414,3279.537,354031951.19999695,216386.0,-0.65,-0.000199
2024-01-15 14:24:00,000300.SH,3279.521,3279.617,3279.22,3279.617,414317230.30000305,245703.0,0.08,2.4e-05
2024-01-15 14:25:00,000300.SH,3279.626,3279.626,3278.683,3279.194,374673367.3999939,232058.0,-0.42,-0.000129
2024-01-15 14:26:00,000300.SH,3279.333,3279.531,3278.947,3279.401,346058673.5,188001.0,0.21,6.3e-05
2024-01-15 14:27:00,000300.SH,3279.286,3279.485,3278.946,3279.459,425734100.1000061,295103.0,0.06,1.8e-05
2024-01-15 14:28:00,000300.SH,3279.437,3279.846,3279.055,3279.367,393583014.19999695,249599.0,-0.09,-2.8e-05
2024-01-15 14:29:00,000300.SH,3279.288,3279.504,3278.912,3279.098,383340991.19999695,221464.0,-0.27,-8.2e-05
2024-01-15 14:30:00,000300.SH,3279.011,3279.881,3279.011,3279.813,492933893.69999695,304816.0,0.72,0.000218
2024-01-15 14:31:00,000300.SH,3279.796,3282.381,3279.796,3282.256,622816184.800003,421844.0,2.44,0.000745
2024-01-15 14:32:00,000300.SH,3282.197,3282.197,3280.237,3280.648,498262125.1000061,382852.0,-1.61,-0.00049
2024-01-15 14:33:00,000300.SH,3280.83,3281.816,3280.83,3281.662,398752985.5,289954.0,1.01,0.000309
2024-01-15 14:34:00,000300.SH,3281.687,3282.047,3281.541,3281.69,366312126.3999939,252695.0,0.03,9e-06
2024-01-15 14:35:00,000300.SH,3281.669,3281.868,3280.591,3281.091,443145234.19999695,289939.0,-0.6,-0.000183
2024-01-15 14:36:00,000300.SH,3280.989,3281.233,3279.61,3279.798,521189545.5,318652.0,-1.29,-0.000394
2024-01-15 14:37:00,000300.SH,3279.9,3280.172,3279.566,3279.566,405823485.90000916,221201.0,-0.23,-7.1e-05
2024-01-15 14:38:00,000300.SH,3279.647,3279.819,3278.937,3278.937,506272630.8999939,306226.0,-0.63,-0.000192
2024-01-15 14:39:00,000300.SH,3279.111,3279.554,3278.848,3278.955,504180675.6000061,346026.0,0.02,5e-06
2024-01-15 14:40:00,000300.SH,3279.232,3279.53,3278.315,3278.413,511029053.8999939,360029.0,-0.54,-0.000165
2024-01-15 14:41:00,000300.SH,3278.148,3278.148,3276.598,3277.086,747301089.300003,534685.0,-1.33,-0.000405
2024-01-15 14:42:00,000300.SH,3277.458,3278.221,3277.188,3277.874,521333878.30000305,353817.0,0.79,0.00024
2024-01-15 14:43:00,000300.SH,3277.983,3278.445,3277.759,3278.118,478046144.30000305,290834.0,0.24,7.4e-05
2024-01-15 14:44:00,000300.SH,3278.51,3278.786,3278.148,3278.526,463357323.69999695,303373.0,0.41,0.000124
2024-01-15 14:45:00,000300.SH,3278.411,3279.276,3278.411,3279.08,566279193.3999939,366997.0,0.55,0.000169
2024-01-15 14:46:00,000300.SH,3278.829,3279.553,3278.795,3278.945,479034333.6000061,270808.0,-0.13,-4.1e-05
2024-01-15 14:47:00,000300.SH,3279.301,3280.04,3279.192,3279.802,522302680.8999939,324474.0,0.86,0.000261
2024-01-15 14:48:00,000300.SH,3279.665,3280.128,3279.421,3279.957,544430662.699997,348605.0,0.15,4.7e-05
2024-01-15 14:49:00,000300.SH,3279.94,3280.379,3279.821,3280.379,573409081.7000122,398949.0,0.42,0.000129
2024-01-15 14:50:00,000300.SH,3280.573,3280.573,3279.985,3280.348,576279097.5,390088.0,-0.03,-9e-06
2024-01-15 14:51:00,000300.SH,3280.391,3280.88,3280.334,3280.765,633349312.5,427329.0,0.42,0.000127
2024-01-15 14:52:00,000300.SH,3280.639,3281.034,3279.724,3280.171,675593538.1000061,418953.0,-0.59,-0.000181
2024-01-15 14:53:00,000300.SH,3279.987,3280.66,3279.987,3280.498,683381228.5,436656.0,0.33,0.0001
2024-01-15 14:54:00,000300.SH,3280.792,3280.833,3279.86,3280.122,730171841.5999756,460034.0,-0.38,-0.000115
2024-01-15 14:55:00,000300.SH,3280.131,3280.704,3279.884,3280.319,789884532.3000183,538755.0,0.2,6e-05
2024-01-15 14:56:00,000300.SH,3280.637,3281.201,3280.139,3280.933,947128185.8999939,841368.0,0.61,0.000187
2024-01-15 14:57:00,000300.SH,3281.11,3281.125,3281.11,3281.125,20414769.799987793,11568.0,0.19,5.9e-05
2024-01-15 14:58:00,000300.SH,3281.125,3281.125,3280.881,3280.881,462720317.1000061,440231.0,-0.24,-7.4e-05
2024-01-15 14:59:00,000300.SH,3280.881,3280.881,3280.881,3280.881,0.0,0.0,0.0,0.0
2024-01-15 15:00:00,000300.SH,3280.881,3280.881,3280.881,3280.881,0.0,0.0,0.0,0.0
2024-01-16 09:30:00,000300.SH,3272.571,3273.71,3268.899,3269.942,3365506542.6,1874919.0,-10.94,-0.003334
2024-01-16 09:31:00,000300.SH,3270.109,3271.433,3269.028,3270.396,1575319545.2999997,849085.0,0.45,0.000139
2024-01-16 09:32:00,000300.SH,3270.654,3275.266,3270.654,3273.499,1431582105.0,918698.0,3.1,0.000949
2024-01-16 09:33:00,000300.SH,3273.598,3276.36,3273.598,3275.673,1296288773.3000002,737875.0,2.17,0.000664
2024-01-16 09:34:00,000300.SH,3275.692,3277.124,3275.55,3276.572,1263646282.6999998,649981.0,0.9,0.000274
2024-01-16 09:35:00,000300.SH,3275.954,3277.393,3275.954,3277.323,1425948567.8999996,695874.0,0.75,0.000229
2024-01-16 09:36:00,000300.SH,3276.522,3276.522,3274.509,3276.032,1334260036.9000015,655981.0,-1.29,-0.000394
2024-01-16 09:37:00,000300.SH,3276.086,3280.208,3276.086,3280.208,1246266067.5999985,654352.0,4.18,0.001275
2024-01-16 09:38:00,000300.SH,3280.189,3280.908,3278.065,3279.68,1372877441.8000011,774841.0,-0.53,-0.000161
2024-01-16 09:39:00,000300.SH,3279.794,3283.979,3279.794,3280.803,1286826580.2999992,620118.0,1.12,0.000342
2024-01-16 09:40:00,000300.SH,3280.936,3281.855,3280.473,3281.609,1062485415.5,537249.0,0.81,0.000246
2024-01-16 09:41:00,000300.SH,3281.695,3284.098,3281.695,3282.325,1214636088.8000011,835626.0,0.72,0.000218
2024-01-16 09:42:00,000300.SH,3282.227,3283.976,3282.026,3282.026,1074430798.8999977,708881.0,-0.3,-9.1e-05
2024-01-16 09:43:00,000300.SH,3281.818,3282.024,3280.357,3280.357,1058820616.7000008,799032.0,-1.67,-0.000509
2024-01-16 09:44:00,000300.SH,3280.354,3283.368,3280.354,3282.208,1128500600.6000023,801306.0,1.85,0.000564
2024-01-16 09:45:00,000300.SH,3281.439,3282.71,3281.439,3282.224,1032951308.0,635712.0,0.02,5e-06
2024-01-16 09:46:00,000300.SH,3282.445,3284.438,3282.445,3284.438,991619695.2999992,609972.0,2.21,0.000675
2024-01-16 09:47:00,000300.SH,3284.595,3287.476,3284.595,3287.476,1367955875.3999977,1008997.0,3.04,0.000925
2024-01-16 09:48:00,000300.SH,3287.911,3289.551,3285.711,3285.711,1594659758.800003,906222.0,-1.77,-0.000537
2024-01-16 09:49:00,000300.SH,3285.448,3288.885,3285.448,3288.755,1213129589.0999985,657670.0,3.04,0.000926
2024-01-16 09:50:00,000300.SH,3289.138,3290.084,3289.138,3289.898,1526945093.4000015,1020571.0,1.14,0.000348
2024-01-16 09:51:00,000300.SH,3289.93,3292.2,3289.93,3291.065,1571773531.5,931122.0,1.17,0.000355
2024-01-16 09:52:00,000300.SH,3291.045,3292.638,3291.045,3291.908,1219685152.0,666039.0,0.84,0.000256
2024-01-16 09:53:00,000300.SH,3292.021,3293.598,3292.021,3293.411,1344645304.2999992,686784.0,1.5,0.000457
2024-01-16 09:54:00,000300.SH,3292.683,3292.683,3289.48,3289.934,1301546801.7999992,733393.0,-3.48,-0.001056
2024-01-16 09:55:00,000300.SH,3290.036,3291.713,3289.974,3291.326,1019320804.800003,590066.0,1.39,0.000423
2024-01-16 09:56:00,000300.SH,3291.274,3291.274,3287.453,3287.453,1056973531.199997,569690.0,-3.87,-0.001177
2024-01-16 09:57:00,000300.SH,3287.212,3287.768,3286.634,3287.007,934702778.4000015,541733.0,-0.45,-0.000136
2024-01-16 09:58:00,000300.SH,3287.422,3289.93,3287.422,3288.722,1073446117.0999985,651685.0,1.72,0.000522
2024-01-16 09:59:00,000300.SH,3289.095,3289.095,3287.498,3288.763,948985749.699997,643950.0,0.04,1.2e-05
2024-01-16 10:00:00,000300.SH,3289.159,3291.593,3289.159,3291.593,1297227125.9000015,997404.0,2.83,0.000861
2024-01-16 10:01:00,000300.SH,3291.764,3293.882,3291.764,3292.93,1135206660.300003,838582.0,1.34,0.000406
2024-01-16 10:02:00,000300.SH,3293.251,3293.364,3289.869,3290.884,1038855534.0999985,676768.0,-2.05,-0.000621
2024-01-16 10:03:00,000300.SH,3290.968,3292.066,3290.968,3292.066,846085204.800003,456820.0,1.18,0.000359
2024-01-16 10:04:00,000300.SH,3291.98,3292.651,3291.98,3292.243,696383945.0999985,376534.0,0.18,5.4e-05
2024-01-16 10:05:00,000300.SH,3292.342,3292.342,3290.428,3290.773,872170785.5,479164.0,-1.47,-0.000447
2024-01-16 10:06:00,000300.SH,3290.645,3292.159,3290.337,3292.079,842337893.199997,556735.0,1.31,0.000397
2024-01-16 10:07:00,000300.SH,3292.116,3295.509,3291.748,3295.218,1028412429.300003,830206.0,3.14,0.000954
2024-01-16 10:08:00,000300.SH,3295.372,3297.432,3295.372,3297.141,919790123.5,665960.0,1.92,0.000584
2024-01-16 10:09:00,000300.SH,3296.99,3296.99,3292.993,3293.674,811250142.699997,455798.0,-3.47,-0.001052
2024-01-16 10:10:00,000300.SH,3293.613,3295.126,3293.472,3293.501,812787445.0,507264.0,-0.17,-5.3e-05
2024-01-16 10:11:00,000300.SH,3293.344,3294.503,3293.065,3293.926,692812460.0999985,422020.0,0.42,0.000129
2024-01-16 10:12:00,000300.SH,3293.216,3294.526,3292.709,3294.526,737910265.300003,411854.0,0.6,0.000182
2024-01-16 10:13:00,000300.SH,3294.65,3294.65,3293.375,3293.96,601274065.699997,353871.0,-0.57,-0.000172
2024-01-16 10:14:00,000300.SH,3293.733,3295.792,3293.733,3295.044,718770342.0,435144.0,1.08,0.000329
2024-01-16 10:15:00,000300.SH,3294.779,3297.646,3294.779,3296.6,854927788.300003,535776.0,1.56,0.000472
2024-01-16 10:16:00,000300.SH,3296.56,3296.727,3295.393,3296.376,654709780.800003,423449.0,-0.22,-6.8e-05
2024-01-16 10:17:00,000300.SH,3296.343,3296.343,3294.067,3294.288,668371005.199997,404444.0,-2.09,-0.000633
2024-01-16 10:18:00,000300.SH,3294.216,3295.821,3294.216,3295.547,723403032.199997,475741.0,1.26,0.000382
2024-01-16 10:19:00,000300.SH,3295.592,3295.592,3291.681,3291.681,795167498.5,553247.0,-3.87,-0.001173
2024-01-16 10:20:00,000300.SH,3292.45,3292.64,3291.127,3291.127,687024742.6000061,442392.0,-0.55,-0.000168
2024-01-16 10:21:00,000300.SH,3291.184,3291.184,3289.579,3289.579,695386414.5999985,586897.0,-1.55,-0.00047
2024-01-16 10:22:00,000300.SH,3289.595,3289.614,3288.839,3288.839,632512595.699997,365694.0,-0.74,-0.000225
2024-01-16 10:23:00,000300.SH,3288.792,3289.148,3288.371,3289.148,615179310.300003,362131.0,0.31,9.4e-05
2024-01-16 10:24:00,000300.SH,3289.713,3290.332,3289.711,3289.924,581668572.699997,314273.0,0.78,0.000236
